79,ADN,ANDES,52,2023-01-24 14:09:03,2023-01-24 14:09:03,
80,ADO,ANDAMOOKA,19,2023-01-24 14:09:03,2023-01-24 14:09:03,
81,ADP,ANURADHAPURA,130,2023-01-24 14:09:03,2023-01-24 14:09:03,
82,ADQ,KODIAK,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
83,ADR,ANDREWS,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
84,ADS,DALLAS ADDISON AIRPORT,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
85,ADT,ADA MUNICIPAL,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
86,ADV,ANDOVER,80,2023-01-24 14:09:03,2023-01-24 14:09:03,
87,ADW,CAMP SPRINGS ANDREWS,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
88,ADX,ST. ANDREWS LEUCHARS,80,2023-01-24 14:09:03,2023-01-24 14:09:03,
89,ADY,ALLDAYS,245,2023-01-24 14:09:03,2023-01-24 14:09:03,
90,ADZ,SAN ANDRES ISLAND,52,2023-01-24 14:09:03,2023-01-24 14:09:03,
91,AEA,ABEMAMA,117,2023-01-24 14:09:03,2023-01-24 14:09:03,
92,AEG,AEK GODANG,103,2023-01-24 14:09:03,2023-01-24 14:09:03,
93,AEH,ABECHER,212,2023-01-24 14:09:03,2023-01-24 14:09:03,
94,AEK,ASEKI,176,2023-01-24 14:09:03,2023-01-24 14:09:03,
95,AEL,ALBERT LEA,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
96,AEO,AIOUN EL ATROUSS,149,2023-01-24 14:09:03,2023-01-24 14:09:03,
97,AEP,BUENOS AIRES NEWBERY,16,2023-01-24 14:09:03,2023-01-24 14:09:03,
98,AER,ADLER/SOCHI,189,2023-01-24 14:09:03,2023-01-24 14:09:03,
99,AES,AALESUND VIGRA,166,2023-01-24 14:09:03,2023-01-24 14:09:03,
100,AET,ALLAKAKET,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
101,AEX,ALEXANDRIA ENGLAND AFB,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
102,AEY,AKUREYRI,109,2023-01-24 14:09:03,2023-01-24 14:09:03,
103,AFA,SAN RAFAEL,16,2023-01-24 14:09:03,2023-01-24 14:09:03,
104,AFD,PORT ALFRED,245,2023-01-24 14:09:03,2023-01-24 14:09:03,
105,AFF,COLORADO SPRINGS USAF ACADEMY,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
106,AFI,AMALFI,52,2023-01-24 14:09:03,2023-01-24 14:09:03,
107,AFL,ALTA FLORESTA,35,2023-01-24 14:09:03,2023-01-24 14:09:03,
108,AFN,JAFFREY MUNICIPAL,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
109,AFO,AFTON,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
110,AFR,AFORE,176,2023-01-24 14:09:03,2023-01-24 14:09:03,
111,AFW,DALLAS FORT WORTH ALLIANCE,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
112,AFY,AFYON,221,2023-01-24 14:09:03,2023-01-24 14:09:03,
113,AGA,AGADIR ALMASSIRA,137,2023-01-24 14:09:03,2023-01-24 14:09:03,
114,AGB,AUGSBURG MUEHLHAUSN,60,2023-01-24 14:09:03,2023-01-24 14:09:03,
115,AGC,PITTSBURGH ALLEGHENY,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
116,AGD,ANGGI,103,2023-01-24 14:09:03,2023-01-24 14:09:03,
117,AGE,WANGEROOGE,60,2023-01-24 14:09:03,2023-01-24 14:09:03,
118,AGF,AGEN LA GARENNE,78,2023-01-24 14:09:03,2023-01-24 14:09:03,
119,AGG,ANGORAM,176,2023-01-24 14:09:03,2023-01-24 14:09:03,
120,AGH,HELSINGBORG ANGELHOLM,195,2023-01-24 14:09:03,2023-01-24 14:09:03,
121,AGI,WAGENINGEN,205,2023-01-24 14:09:03,2023-01-24 14:09:03,
122,AGJ,AGUNI,113,2023-01-24 14:09:03,2023-01-24 14:09:03,
123,AGK,KAGUA,176,2023-01-24 14:09:03,2023-01-24 14:09:03,
124,AGL,WANIGELA,176,2023-01-24 14:09:03,2023-01-24 14:09:03,
125,AGM,ANGMAGSSALIK,86,2023-01-24 14:09:03,2023-01-24 14:09:03,
126,AGN,ANGOON,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
127,AGO,MAGNOLIA MUNICIPAL,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
128,AGP,MALAGA,71,2023-01-24 14:09:03,2023-01-24 14:09:03,
129,AGQ,AGRINION,91,2023-01-24 14:09:03,2023-01-24 14:09:03,
130,AGR,AGRA KHERIA,106,2023-01-24 14:09:03,2023-01-24 14:09:03,
131,AGS,AUGUSTA BUSH FLD,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
132,AGT,CIUDAD DEL ESTE GARCIA,185,2023-01-24 14:09:03,2023-01-24 14:09:03,
133,AGU,AGUASCALIENTES,155,2023-01-24 14:09:03,2023-01-24 14:09:03,
134,AGV,ACARIGUA,235,2023-01-24 14:09:03,2023-01-24 14:09:03,
135,AGW,AGNEW,19,2023-01-24 14:09:03,2023-01-24 14:09:03,
136,AGX,AGATTI ISLAND,106,2023-01-24 14:09:03,2023-01-24 14:09:03,
137,AGY,ARGYLE DOWNS,19,2023-01-24 14:09:03,2023-01-24 14:09:03,
138,AGZ,AGGENEYS,245,2023-01-24 14:09:03,2023-01-24 14:09:03,
139,AHA,OKINAWA NAHA AFB,113,2023-01-24 14:09:03,2023-01-24 14:09:03,
140,AHB,ABHA,191,2023-01-24 14:09:03,2023-01-24 14:09:03,
141,AHD,ARDMORE DOWNTOWN,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
142,AHH,AMERY,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
143,AHI,AMAHAI,103,2023-01-24 14:09:03,2023-01-24 14:09:03,
144,AHL,AISHALTON,96,2023-01-24 14:09:03,2023-01-24 14:09:03,
145,AHN,ATHENS,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
146,AHO,ALGHERO FERTILIA,110,2023-01-24 14:09:03,2023-01-24 14:09:03,
147,AHS,AHUAS,99,2023-01-24 14:09:03,2023-01-24 14:09:03,
148,AHT,AMCHITKA,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
149,AHU,AL HOCEIMA CHARIF IDR,137,2023-01-24 14:09:03,2023-01-24 14:09:03,
150,AHY,AMBATOLAHY,140,2023-01-24 14:09:03,2023-01-24 14:09:03,
151,AHZ,ALPE D HUEZ,78,2023-01-24 14:09:03,2023-01-24 14:09:03,
152,AIA,ALLIANCE,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
153,AIB,ANITA BAY,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
154,AIC,AIROK,141,2023-01-24 14:09:03,2023-01-24 14:09:03,
155,AIE,AIOME,176,2023-01-24 14:09:03,2023-01-24 14:09:03,
156,AIF,ASSIS,35,2023-01-24 14:09:03,2023-01-24 14:09:03,
157,AIG,YALINGA,44,2023-01-24 14:09:03,2023-01-24 14:09:03,
158,AII,ALI SABIEH,61,2023-01-24 14:09:03,2023-01-24 14:09:03,
159,AIK,AIKEN,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
160,AIL,AILIGANDI,173,2023-01-24 14:09:03,2023-01-24 14:09:03,
161,AIM,AILUK,141,2023-01-24 14:09:03,2023-01-24 14:09:03,
162,AIN,WAINWRIGHT,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
163,AIO,ATLANTIC MUNICIPAL,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
164,AIP,AILINGLAPALAP,141,2023-01-24 14:09:03,2023-01-24 14:09:03,
165,AIR,ARIPUANA,35,2023-01-24 14:09:03,2023-01-24 14:09:03,
166,AIS,ARORAE ISLAND,117,2023-01-24 14:09:03,2023-01-24 14:09:03,
167,AIT,AITUTAKI,48,2023-01-24 14:09:03,2023-01-24 14:09:03,
168,AIU,ATIU,48,2023-01-24 14:09:03,2023-01-24 14:09:03,
169,AIV,ALICEVILLE DOWNER,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
170,AIY,ATLANTIC CITY BADER,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
171,AIZ,LAKE OF THE OZARKS,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
172,AJA,AJACCIO CAMPO DELL,78,2023-01-24 14:09:03,2023-01-24 14:09:03,
173,AJF,JOUF,191,2023-01-24 14:09:03,2023-01-24 14:09:03,
174,AJJ,AKJOUJT,149,2023-01-24 14:09:03,2023-01-24 14:09:03,
175,AJL,AIZAWL,106,2023-01-24 14:09:03,2023-01-24 14:09:03,
176,AJN,ANJOUAN OUANI,118,2023-01-24 14:09:03,2023-01-24 14:09:03,
177,AJO,ALJOUF,242,2023-01-24 14:09:03,2023-01-24 14:09:03,
178,AJR,ARVIDSJAUR,195,2023-01-24 14:09:03,2023-01-24 14:09:03,
179,AJS,ABREOJOS,155,2023-01-24 14:09:03,2023-01-24 14:09:03,
180,AJU,ARACAJU SANT MARIA,35,2023-01-24 14:09:03,2023-01-24 14:09:03,
181,AJY,AGADES,160,2023-01-24 14:09:03,2023-01-24 14:09:03,
182,AKA,ANKANG,51,2023-01-24 14:09:03,2023-01-24 14:09:03,
183,AKB,ATKA,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
184,AKD,AKOLA,106,2023-01-24 14:09:03,2023-01-24 14:09:03,
185,AKE,AKIENI,79,2023-01-24 14:09:03,2023-01-24 14:09:03,
186,AKF,KUFRAH,136,2023-01-24 14:09:03,2023-01-24 14:09:03,
187,AKG,ANGUGANAK,176,2023-01-24 14:09:03,2023-01-24 14:09:03,
188,AKI,AKIAK,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
189,AKJ,ASAHIKAWA,113,2023-01-24 14:09:03,2023-01-24 14:09:03,
190,AKK,AKHIOK,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
191,AKL,AUCKLAND,171,2023-01-24 14:09:03,2023-01-24 14:09:03,
192,AKM,ZAKOUMA,212,2023-01-24 14:09:03,2023-01-24 14:09:03,
193,AKN,KING SALMON,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
194,AKO,AKRON WASHINGTON,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
195,AKP,ANAKTUVUK PASS,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
196,AKQ,ASTRAKSETRA GUNUNG,103,2023-01-24 14:09:03,2023-01-24 14:09:03,
197,AKR,AKURE,162,2023-01-24 14:09:03,2023-01-24 14:09:03,
198,AKS,AUKI GWAUNARU U,192,2023-01-24 14:09:03,2023-01-24 14:09:03,
199,AKU,AKSU,51,2023-01-24 14:09:03,2023-01-24 14:09:03,
200,AKV,AKULIVIK,42,2023-01-24 14:09:03,2023-01-24 14:09:03,
201,AKX,AKTYUBINSK,125,2023-01-24 14:09:03,2023-01-24 14:09:03,
202,AKY,SITTWE CIVIL,144,2023-01-24 14:09:03,2023-01-24 14:09:03,
203,ALA,ALMA ATA,125,2023-01-24 14:09:03,2023-01-24 14:09:03,
204,ALB,ALBANY COUNTY,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
205,ALC,ALICANTE,71,2023-01-24 14:09:03,2023-01-24 14:09:03,
206,ALD,ALERTA,174,2023-01-24 14:09:03,2023-01-24 14:09:03,
207,ALE,ALPINE,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
208,ALF,ALTA,166,2023-01-24 14:09:03,2023-01-24 14:09:03,
209,ALG,ALGIERS BOUMEDIENE,65,2023-01-24 14:09:03,2023-01-24 14:09:03,
210,ALH,ALBANY,19,2023-01-24 14:09:03,2023-01-24 14:09:03,
211,ALI,ALICE INTL,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
212,ALJ,ALEXANDER BAY KORTDOORN,245,2023-01-24 14:09:03,2023-01-24 14:09:03,
213,ALK,ASELA,72,2023-01-24 14:09:03,2023-01-24 14:09:03,
214,ALL,ALBENGA,110,2023-01-24 14:09:03,2023-01-24 14:09:03,
215,ALM,ALAMOGORDO,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
216,ALN,ALTON,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
217,ALO,WATERLOO MUNICIPAL,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
218,ALP,ALEPPO NEJRAB,209,2023-01-24 14:09:03,2023-01-24 14:09:03,
219,ALQ,ALEGRETE FEDERAL,35,2023-01-24 14:09:03,2023-01-24 14:09:03,
220,ALR,ALEXANDRA,171,2023-01-24 14:09:03,2023-01-24 14:09:03,
221,ALS,ALAMOSA,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
222,ALT,ALENQUER,35,2023-01-24 14:09:03,2023-01-24 14:09:03,
223,ALU,ALULA,204,2023-01-24 14:09:03,2023-01-24 14:09:03,
224,ALW,WALLA WALLA,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
225,ALX,ALEXANDER CITY RUSSELL,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
226,ALY,ALEXANDRIA,68,2023-01-24 14:09:03,2023-01-24 14:09:03,
227,ALZ,ALITAK SPB,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
228,AMA,AMARILLO INTL,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
229,AMB,AMBILOBE,140,2023-01-24 14:09:03,2023-01-24 14:09:03,
230,AMC,AM TIMAN,212,2023-01-24 14:09:03,2023-01-24 14:09:03,
231,AMD,AHMEDABAD,106,2023-01-24 14:09:03,2023-01-24 14:09:03,
232,AME,ALTO MOLOCUE,157,2023-01-24 14:09:03,2023-01-24 14:09:03,
233,AMF,AMA,176,2023-01-24 14:09:03,2023-01-24 14:09:03,
234,AMG,AMBOIN,176,2023-01-24 14:09:03,2023-01-24 14:09:03,
235,AMH,ARBA MINTCH,72,2023-01-24 14:09:03,2023-01-24 14:09:03,
236,AMI,MATARAM SELAPARANG,103,2023-01-24 14:09:03,2023-01-24 14:09:03,
237,AMJ,ALMENARA,35,2023-01-24 14:09:03,2023-01-24 14:09:03,
238,AMK,DURANGO ANIMAS AIRPARK,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
239,AML,PUERTO ARMUELLES,173,2023-01-24 14:09:03,2023-01-24 14:09:03,
240,AMM,AMMAN QUEEN ALIA,112,2023-01-24 14:09:03,2023-01-24 14:09:03,
241,AMN,ALMA GRATIOT,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
242,AMO,MAO,212,2023-01-24 14:09:03,2023-01-24 14:09:03,
243,AMP,AMPANIHY,140,2023-01-24 14:09:03,2023-01-24 14:09:03,
244,AMQ,AMBON PATTIMURA,103,2023-01-24 14:09:03,2023-01-24 14:09:03,
245,AMR,ARNO,141,2023-01-24 14:09:03,2023-01-24 14:09:03,
246,AMS,AMSTERDAM SCHIPHOL,164,2023-01-24 14:09:03,2023-01-24 14:09:03,
247,AMT,AMATA,19,2023-01-24 14:09:03,2023-01-24 14:09:03,
248,AMU,AMANAB,176,2023-01-24 14:09:03,2023-01-24 14:09:03,
249,AMV,AMDERMA,189,2023-01-24 14:09:03,2023-01-24 14:09:03,
250,AMW,AMES,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
251,AMX,AMMAROO,19,2023-01-24 14:09:03,2023-01-24 14:09:03,
252,AMY,AMBATOMAINTY,140,2023-01-24 14:09:03,2023-01-24 14:09:03,
253,AMZ,ARDMORE,171,2023-01-24 14:09:03,2023-01-24 14:09:03,
254,ANB,ANNISTON CALHOUN,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
255,ANC,ANCHORAGE INTL,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
256,AND,ANDERSON,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
257,ANE,ANGERS,78,2023-01-24 14:09:03,2023-01-24 14:09:03,
258,ANF,ANTOFAGASTA MORENO,49,2023-01-24 14:09:03,2023-01-24 14:09:03,
259,ANG,ANGOULEME BEL AIR,78,2023-01-24 14:09:03,2023-01-24 14:09:03,
260,ANH,ANUHA ISLAND RESORT,192,2023-01-24 14:09:03,2023-01-24 14:09:03,
261,ANI,ANIAK,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
262,ANJ,ZANAGA,45,2023-01-24 14:09:03,2023-01-24 14:09:03,
263,ANK,ANKARA ETIMESGUT,221,2023-01-24 14:09:03,2023-01-24 14:09:03,
264,ANL,ANDULO,14,2023-01-24 14:09:03,2023-01-24 14:09:03,
265,ANM,ANTALAHA ANTSRABATO,140,2023-01-24 14:09:03,2023-01-24 14:09:03,
266,ANN,ANNETTE ISLAND,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
267,ANO,ANGOCHE,157,2023-01-24 14:09:03,2023-01-24 14:09:03,
268,ANP,ANNAPOLIS LEE,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
269,ANQ,ANGOLA STEUBEN,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
270,ANR,ANTWERP DEURNE,25,2023-01-24 14:09:03,2023-01-24 14:09:03,
271,ANS,ANDAHUAYLAS,174,2023-01-24 14:09:03,2023-01-24 14:09:03,
272,ANU,ANTIGUA BIRD INTL,9,2023-01-24 14:09:03,2023-01-24 14:09:03,
273,ANV,ANVIK,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
274,ANW,AINSWORTH,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
275,ANX,ANDENES,166,2023-01-24 14:09:03,2023-01-24 14:09:03,
276,ANY,ANTHONY,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
277,ANZ,ANGAS DOWNS,19,2023-01-24 14:09:03,2023-01-24 14:09:03,
278,AOA,AROA,176,2023-01-24 14:09:03,2023-01-24 14:09:03,
279,AOB,ANNANBERG,176,2023-01-24 14:09:03,2023-01-24 14:09:03,
280,AOD,ABOU DEIA,212,2023-01-24 14:09:03,2023-01-24 14:09:03,
281,AOH,LIMA ALLEN CTY,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
282,AOI,ANCONA FALCONARA,110,2023-01-24 14:09:03,2023-01-24 14:09:03,
283,AOJ,AOMORI,113,2023-01-24 14:09:03,2023-01-24 14:09:03,
284,AOK,KARPATHOS,91,2023-01-24 14:09:03,2023-01-24 14:09:03,
285,AOL,PASO DE LOS LIBRES,16,2023-01-24 14:09:03,2023-01-24 14:09:03,
286,AON,ARONA,176,2023-01-24 14:09:03,2023-01-24 14:09:03,
287,AOO,ALTOONA,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
288,AOR,ALOR SETAR HALIM,156,2023-01-24 14:09:03,2023-01-24 14:09:03,
289,AOS,AMOOK,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
290,AOU,ATTOPEU,126,2023-01-24 14:09:03,2023-01-24 14:09:03,
291,APA,DENVER ARAPAHOE,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
292,APB,APOLO,34,2023-01-24 14:09:03,2023-01-24 14:09:03,
293,APC,NAPA,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
294,APE,SAN JUAN APOSENTO,174,2023-01-24 14:09:03,2023-01-24 14:09:03,
295,APF,NAPLES,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
296,APH,BOWLING GREEN CAMP HILL,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
297,API,APIAY,52,2023-01-24 14:09:03,2023-01-24 14:09:03,
298,APK,APATAKI,175,2023-01-24 14:09:03,2023-01-24 14:09:03,
299,APL,NAMPULA,157,2023-01-24 14:09:03,2023-01-24 14:09:03,
300,APN,ALPENA COUNTY REG,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
301,APO,APARTADO,52,2023-01-24 14:09:03,2023-01-24 14:09:03,
302,APP,ASAPA,176,2023-01-24 14:09:03,2023-01-24 14:09:03,
303,APQ,ARAPIRACA,35,2023-01-24 14:09:03,2023-01-24 14:09:03,
304,APR,APRIL RIVER,176,2023-01-24 14:09:03,2023-01-24 14:09:03,
305,APS,ANAPOLIS,35,2023-01-24 14:09:03,2023-01-24 14:09:03,
306,APT,JASPER MARION,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
307,APU,APUCARANA,35,2023-01-24 14:09:03,2023-01-24 14:09:03,
308,APV,APPLE VALLEY,230,2023-01-24 14:09:03,2023-01-24 14:09:03,
309,APW,APIA FALEOLO,241,2023-01-24 14:09:03,2023-01-24 14:09:03,
310,APX,ARAPONGAS,35,2023-01-24 14:09:03,2023-01-24 14:09:03,
311,APY,ALTO PARNAIBA,35,2023-01-24 14:09:03,2023-01-24 14:09:03,
312,APZ,ZAPALA,16,2023-01-24 14:09:03,2023-01-24 14:09:03,
313,AQA,ARARAQUARA,35,2023-01-24 14:09:03,2023-01-24 14:09:03,
314,AQG,ANQING,51,2023-01-24 14:09:03,2023-01-24 14:09:03,
315,AQI,QAISUMAH,191,2023-01-24 14:09:03,2023-01-24 14:09:03,
316,AQJ,AQABA,112,2023-01-24 14:09:03,2023-01-24 14:09:03,
317,AQM,ARIQUEMES,35,2023-01-24 14:09:03,2023-01-24 14:09:03,
318,AQP,AREQUIPA BALLON,174,2023-01-24 14:09:03,2023-01-24 14:09:03,
